EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
44Y-00000000368X;FI_KAMA00;Tuulivoimapuisto Kankaanpäänmäki Oy;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000369V;FI_TUTY01;Tuulivoimapuisto Tyrinselkä Oy, Tyrinselkä wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003709;FI_MGS000;wpd Finland Oy, Mäkikangas wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003717;FI_YKSP01;Ykspihlajan Tuulipuisto;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003725;FI_YLLB01;Yllikkälä Power Reserve One;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003733;FI_JUNTT1;Puutarha Timo Juntti Oy;;44X-00000000164Q;Active;;;;Metering Grid Area;Y
44Y-000000003741;FI_STW011;TuuliWatti, Jäneskeidas wind farm;;44X-00000000160Y;Active;;;;Metering Grid Area;Y
44Y-00000000376Y;FI_STW013;TuuliWatin Leipiön 2. wind farm;;44X-00000000160Y;Active;;;;Metering Grid Area;Y
44Y-00000000377W;FI_STW016;TuuliWatti, Sarvankangas wind farm;;44X-00000000160Y;Active;;;;Metering Grid Area;Y
44Y-00000000378U;FI_ALK000;Alakosken vesivoimalaitos;;44X-00000000165O;Active;;;;Metering Grid Area;Y
44Y-00000000379S;FI_KESE01;Koskienergia Koskivoima Oy Koillismaan vesivoimalaitokset;;44X-00000000165O;Active;;;;Metering Grid Area;Y
44Y-000000003806;FI_KESE02;Koskienergia Koskivoima Oy Etelä-Suomen vesivoimalaitokset;;44X-00000000165O;Active;;;;Metering Grid Area;Y
44Y-000000003814;FI_KESE03;Koskienergia Oy Pohjanmaan vesivoimalaitokset;;44X-00000000165O;Active;;;;Metering Grid Area;Y
44Y-000000003822;FI_KESE04;Koskienergia Oy Keski-Suomen vesivoimalaitokset;;44X-00000000165O;Active;;;;Metering Grid Area;Y
44Y-000000003830;FI_KOPSA2;Kopsan tuulivoimala 2;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-00000000384Z;FI_AJOW01;Ajoksen tuulipuisto;;44X-00000000166M;Active;;;;Metering Grid Area;Y
44Y-00000000385X;FI_ANK004;Äänekosken vesivoimalaitos;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000386V;FI_ANK003;Metsä Board Äänekosken tehdasverkko;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000387T;FI_PULP01;Joutseno Pulp MS;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000388R;FI_HVO001;Hämeenkyrön Voima;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000389P;FI_SIM000;Simpeleen teollisuusverkko;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-000000003903;FI_KYO002;Kyröskosken voimalaitos;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-000000003911;FI_RAT000;Ratinan teollisuusverkko;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000393Y;FI_SIM001;Simpeleen voimalaitos;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000394W;FI_RAT001;Takon voimalaitos;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000395U;FI_KYO000;KYRÖ Oy;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000396S;FI_KATE00;Kaskisten tehtaat;;66X-00000000006J;Active;;;;Metering Grid Area;Y
44Y-00000000397Q;FI_MESA00;Merikarvian Sahan teollisuusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000398O;FI_LASA00;Lappeenrannan Sahan teollisuusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000399M;FI_KYSA00;Kyrön Sahan teollisuusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000400Q;FI_REN000;Metsä Wood Rengon teollisuusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000401O;FI_VLP000;Metsä Wood Vilppulan teollisuusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000402M;FI_KEO000;Kemi kulutusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000403K;FI_PULP00;Joutseno kulutusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000404I;FI_MR0000;Rauma kulutusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000405G;FI_ANK001;Äänekoski kulutusverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000406E;FI_KEO001;Kemi voimalaitosverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000407C;FI_PULP02;Joutseno voimalaitosverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000408A;FI_MR0001;Rauma voimalaitosverkko;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-000000004098;FI_BKV000;Vilppulan voimalaitos;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000410N;FI_BKR000;Rengon voimalaitos;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000411L;FI_ANK005;Äänekoski voimalaitosverkko MBO;;44X-00000000002F;Active;;;;Metering Grid Area;Y
44Y-00000000412J;FI_MANTT1;Mäntän Voimalaitos;;44X-00000000167K;Active;;;;Metering Grid Area;Y
44Y-00000000413H;FI_MANTT0;Mäntän teollisuusverkko;;44X-00000000167K;Active;;;;Metering Grid Area;Y
44Y-00000000414F;FI_LOH000;Metsä Wood Lohja teollisuusverkko;;44X-00000000168I;Active;;;;Metering Grid Area;Y
44Y-00000000415D;FI_KUMP01;Kumpuniemen voimalaitos;;44X-00000000168I;Active;;;;Metering Grid Area;Y
44Y-00000000416B;FI_KUMP00;Kumpuniemen teollisuusverkko;;44X-00000000168I;Active;;;;Metering Grid Area;Y
44Y-000000004179;FI_PUKE00;Punkaharjun Kerto-tehtaan teollisuusverkko;;44X-00000000168I;Active;;;;Metering Grid Area;Y
44Y-000000004187;FI_ANK006;Äänevoima Oy kulutusverkko;;44X-00000000169G;Active;;;;Metering Grid Area;Y
44Y-000000004195;FI_ANK002;Äänevoima Oy voimalaitosverkko;;44X-00000000169G;Active;;;;Metering Grid Area;Y
44Y-00000000420K;FI_ANK000;Ääneverkko Oy;;44X-00000000169G;Active;;;;Metering Grid Area;Y
44Y-000000004349;FI_PONSV1;Ponsivuori Wind Oy, Ponsivuori wind farm;;44X-00000000170V;Active;;;;Metering Grid Area;Y
44Y-000000004357;FI_RIVI01;Ribäcken-Långmossa wind farm;;44X-00000000171T;Active;;;;Metering Grid Area;Y
44Y-000000004365;FI_VERHO1;Verhonkulma Wind Oy;;44X-00000000172R;Active;;;;Metering Grid Area;Y
44Y-000000004373;FI_SVO002;Mäkelänkankaan aurinkovoimalaitos;;44X-00000000173P;Active;;;;Metering Grid Area;Y
44Y-000000004381;FI_SVO001;Mäkelänkankaan tuulivoimapuisto;;44X-00000000173P;Active;;;;Metering Grid Area;Y
44Y-00000000440E;FI_PK-L00;Nordkalk Lappeenrannan teollisuusverkko;;23X--150126-NOA2;Active;;;;Metering Grid Area;Y
44Y-00000000441C;FI_KRB000;Suomen Karbonaatti Oy Lappeenrannan tehdas;;23X--150126-NOA2;Active;;;;Metering Grid Area;Y
44Y-00000000442A;FI_TYT000;Tytyrin kaivos;;23X--150126-NOA2;Active;;;;Metering Grid Area;Y
44Y-000000004438;FI_STB001;Viinamäen tuulipuisto, akusto;;44X-00000000174N;Active;;;;Metering Grid Area;Y
44Y-000000004446;FI_STW017;Viinamäen tuulipuisto;;44X-00000000174N;Active;;;;Metering Grid Area;Y
44Y-000000004454;FI_STW012;Tuuliwatti, Mustilankangas wind farm;;44X-00000000175L;Active;;;;Metering Grid Area;Y
44Y-000000004462;FI_STW008;Tuuliwatti, Peittoo wind farm;;44X-00000000176J;Active;;;;Metering Grid Area;Y
44Y-000000004470;FI_STW001;Tuuliwatti, Meri-Pori wind farm;;44X-00000000177H;Active;;;;Metering Grid Area;Y
44Y-00000000448Z;FI_STW010;Tuuliwatti, Märynummi wind farm;;44X-00000000183M;Active;;;;Metering Grid Area;Y
44Y-00000000449X;FI_STW014;Tuuliwatti Oy, Halmekangas;;44X-00000000178F;Active;;;;Metering Grid Area;Y
44Y-00000000450B;FI_STW007;Tuuliwatti, Leipiö wind farm;;44X-00000000179D;Active;;;;Metering Grid Area;Y
44Y-000000004519;FI_STW015;Tuuliwatti, Onkalo 2 wind farm;;44X-00000000180S;Active;;;;Metering Grid Area;Y
44Y-000000004527;FI_STW005;Tuuliwatti, Varevaara wind farm;;44X-00000000181Q;Active;;;;Metering Grid Area;Y
44Y-000000004535;FI_STW009;Tuuliwatti, Kitkiäisvaara wind farm;;44X-00000000182O;Active;;;;Metering Grid Area;Y
44Y-000000004543;FI_LOVO00;Lounavoima voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-000000004551;FI_AMS000;Ämmässuo;;44X-00000000184K;Active;;;;Metering Grid Area;Y
44Y-00000000457Y;FI_KMVL00;Kalliomäen voimalaitos;;44X-00000000184K;Active;;;;Metering Grid Area;Y
44Y-00000000458W;FI_KRA000;Järvenpään voimalaitos;;44X-000000000172;Active;;;;Metering Grid Area;Y
44Y-00000000459U;FI_SCWR01;Ristiina voimalaitosverkko;;44X-00000000186G;Active;;;;Metering Grid Area;Y
44Y-000000004608;FI_SCWR00;Schauman Wood Ristiina;;44X-00000000186G;Active;;;;Metering Grid Area;Y
44Y-000000004616;FI_SCWS00;UPM Jyväskylän tehtaat;;44X-00000000186G;Active;;;;Metering Grid Area;Y
44Y-000000004624;FI_PPV000;Porin Prosessivoima Oy;;44X-00000000187E;Active;;;;Metering Grid Area;Y
44Y-000000004632;FI_ATL001;Aittaluodon tuotantoverkko;;44X-00000000188C;Active;;;;Metering Grid Area;Y
44Y-000000004640;FI_STEP01;STEP Oy, Harjavallan voimalaitosverkko;;44X-00000000188C;Active;;;;Metering Grid Area;Y
44Y-00000000465Z;FI_BOR000;Borealis Polymers Oy;;44X-00000000190P;Active;;;;Metering Grid Area;Y
44Y-00000000466X;FI_HOBI00;Honkajoen biokaasuvoimala;;44X-00000000185I;Active;;;;Metering Grid Area;Y
44Y-00000000467V;FI_VATA01;Vatajankoski kaukolämpö voimalaitosverkko;;44X-00000000185I;Active;;;;Metering Grid Area;Y
44Y-00000000468T;FI_STOR01;Storbacken;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000469R;FI_KROP01;Kröpuln;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000004705;FI_SYS000;Sysilahden teollisuusverkko;;44X-00000000191N;Active;;;;Metering Grid Area;Y
44Y-000000004713;FI_FORKT0;Forssan varavoimalaitos;;10X1001A1001A264;Active;;;;Metering Grid Area;Y
44Y-000000004721;FI_NEP000;Neste Porvoo KT;;10X1001A1001A264;Active;;;;Metering Grid Area;Y
44Y-00000000474Y;FI_EKEM00;Ekokemin teollisuusverkko, Riihimäki;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000475W;FI_EPT004;Paskoonharjun tuulivoimapuisto 1;;44X-00000000149M;Active;;;;Metering Grid Area;Y
44Y-00000000476U;FI_EPTV00;EPV Teollisuusverkot Oy;;44X-00000000192L;Active;;;;Metering Grid Area;Y
44Y-00000000477S;FI_RUS001;Kaitakosken tuontiyhteys;;44X-000000001225;Active;;;;Metering Grid Area;Y
44Y-00000000478Q;FI_HIN000;Hinkismäen voimalaitos;;44X-000000000334;Active;;;;Metering Grid Area;Y
44Y-00000000479O;FI_TUTU00;Tunturituuli;;44X-00000000063W;Active;;;;Metering Grid Area;Y
44Y-000000004802;FI_POTU00;Polusjärven tuulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-000000004810;FI_KJVL00;Kalajärven vesivoimalaitos;;44X-00000000010G;Active;;;;Metering Grid Area;Y
44Y-00000000482Z;FI_JSA000;Jusslan teollisuusverkko;;44X-00000000193J;Active;;;;Metering Grid Area;Y
44Y-00000000483X;FI_GENE00;Genencor Oy;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000484V;FI_RATE00;Raision tehdasalue;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000485T;FI_HERI00;Saint-Gobain Isover Oy;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000486R;FI_VERW00;Versowood Oy, Riihimäen tehdas;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000487P;FI_KEKL00;Kemijärven kaukolämmön voimalaitosverkko;;44X-00000000195F;Active;;;;Metering Grid Area;Y
44Y-00000000488N;FI_NEO001;Neste Tuotantoverkko;;44X-00000000196D;Active;;;;Metering Grid Area;Y
44Y-00000000489L;FI_KKV000;Kokkolan Voimalaitos;;44X-000000001039;Active;;;;Metering Grid Area;Y
44Y-00000000491Y;FI_KOV000;Kokkolan Voiman Voimalaitos;;44X-000000001039;Active;;;;Metering Grid Area;Y
44Y-00000000492W;FI_RVK001;Kaihuan ja Kaarnin voimalaitokset;;44X-00000000197B;Active;;;;Metering Grid Area;Y
44Y-00000000493U;FI_NEN000;Neste Naantalin verkko;;44X-00000000003D;Active;;;;Metering Grid Area;Y
44Y-00000000494S;FI_TLV000;Tornionlaakson Voima Oy;;44X-000000001989;Active;;;;Metering Grid Area;Y
44Y-00000000495Q;FI_RTE000;Raahen Tuulienergia;;44X-00000000200B;Active;;;;Metering Grid Area;Y
44Y-00000000496O;FI_ROI001;Suosiolan voimalaitos;;44X-00000000064U;Active;;;;Metering Grid Area;Y
44Y-00000000497M;FI_KYO001;Kyröskosken Voima voimalaitosverkko;;44X-000000002019;Active;;;;Metering Grid Area;Y
44Y-00000000498K;FI_TLV001;Jolmankosken voimalaitos;;44X-000000001997;Active;;;;Metering Grid Area;Y
44Y-00000000499I;FI_TLV002;Kaaranneskosken voimalaitos;;44X-000000001997;Active;;;;Metering Grid Area;Y
44Y-00000000500M;FI_TLV003;Portimokosken voimalaitos;;44X-000000001997;Active;;;;Metering Grid Area;Y
44Y-00000000501K;FI_MIKVL0;Pursialan voimalaitos;;44X-000000001322;Active;;;;Metering Grid Area;Y
44Y-00000000502I;FI_ISH001;Isohaara kulutusverkko;;44X-000000002027;Active;;;;Metering Grid Area;Y
44Y-00000000503G;FI_SABA00;Saba Wind Oy Sandön tuulivoimalaitos;;44X-000000001241;Active;;;;Metering Grid Area;Y
44Y-00000000504E;FI_TAVO00;Ekenäs Energi Tammisaaren voimalaitos;;44X-000000001241;Active;;;;Metering Grid Area;Y
44Y-00000000505C;FI_HAR000;Harjavallan voimalaitos;;44X-000000000504;Active;;;;Metering Grid Area;Y
44Y-00000000506A;FI_TOVO00;Tornion Voima;;44X-00000000155R;Active;;;;Metering Grid Area;Y
44Y-000000005078;FI_VAS001;Vaskiluoto 1;;44X-000000002035;Active;;;;Metering Grid Area;Y
44Y-000000005086;FI_HVT001;Haapajärven Välikankaan Tuulivoima Oy;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-000000005094;FI_KUTU10;Kuivatuuli;;44X-000000002019;Active;;;;Metering Grid Area;Y
44Y-00000000510J;FI_PIKK00;Pikkalan teollisuusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000511H;FI_LEPP01;Leppäkosken Sähkö Oy moottorivoimalaitos;;44X-000000002019;Active;;;;Metering Grid Area;Y
44Y-00000000512F;FI_NOK000;Nokia KOMBI voimalaitos;;44X-000000002019;Active;;;;Metering Grid Area;Y
44Y-00000000513D;FI_KOWI01;Korkeakangas wind farm;;44X-000000002043;Active;;;;Metering Grid Area;Y
44Y-00000000514B;FI_PARHA1;Parhan tuulivoimapuisto;;44X-000000002051;Active;;;;Metering Grid Area;Y
44Y-000000005159;FI_SARV01;Simo Sarvisuon tuulipuisto;;44X-00000000160Y;Active;;;;Metering Grid Area;Y
44Y-000000005167;44Y-000000005167;Tuulivoimapuisto Tyrinselkä 2;;44X-00000000045Y;Active;;;;Metering Grid Area;Y
44Y-000000005175;44Y-000000005175;Kymijärven tuotantoverkko;;44X-00000000074R;Active;;;;Metering Grid Area;Y
44Y-000000005183;44Y-000000005183;Metsälamminkankaan tuulipuisto;;44X-000000001403;Active;;;;Metering Grid Area;Y
44Y-000000005191;44Y-000000005191;Sievi Jakostenkallio Tuulivoima Oy;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000520G;44Y-00000000520G;Tuulipuisto Pihtipudas Oy;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000521E;44Y-00000000521E;Mirkan teollisuusverkko, Jepua;;44X-00000000128U;Active;;;;Metering Grid Area;Y
44Y-00000000522C;44Y-00000000522C;Mastokangas wind farm;;44X-00000000207Y;Active;;;;Metering Grid Area;Y
44Y-00000000523A;44Y-00000000523A;Hankilan tuulivoimapuisto;;44X-000000002051;Active;;;;Metering Grid Area;Y
44Y-000000005248;44Y-000000005248;Kestilän Kokkonevan Tuulivoima tuulipuisto;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-000000005256;44Y-000000005256;Sinebrychoff battery, Kerava;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-000000005264;44Y-000000005264;Sinebrychoff brewery, Kerava;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-000000005272;44Y-000000005272;Konttisuon Tuulivoima Oy;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-000000005280;44Y-000000005280;Rasakankaan tuulipuisto;;44X-00000000208W;Active;;;;Metering Grid Area;Y
44Y-00000000529Z;44Y-00000000529Z;Humppila-Urjalan tuulipuisto;;44X-00000000208W;Active;;;;Metering Grid Area;Y
44Y-00000000530D;44Y-00000000530D;Saunamaa Wind Farm Oy;;44X-00000000020D;Active;;;;Metering Grid Area;Y
44Y-00000000531B;44Y-00000000531B;Vöyrinkangas Wind Farm Oy;;44X-00000000020D;Active;;;;Metering Grid Area;Y
44Y-000000005329;44Y-000000005329;Naantalin teollisuusverkko ;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-000000005337;44Y-000000005337;Mutkalampi North;;23XSTATKRAFT-AS8;Active;;;;Metering Grid Area;Y
44Y-000000005345;44Y-000000005345;Mutkalampi South;;23XSTATKRAFT-AS8;Active;;;;Metering Grid Area;Y
44Y-000000005353;44Y-000000005353;JUUR01 tuotantoverkko;;44X-000000002213;Active;;;;Metering Grid Area;Y
44Y-000000005361;FI_AHV001;Ahvenkosken pumppaamo;;44X-00000000039T;Active;;;;Metering Grid Area;Y
44Y-00000000538Y;44Y-00000000538Y;Alajoki-Peuralinnan tuulipuisto ;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-00000000539W;44Y-00000000539W;Isonevan tuulipuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000540A;FI_OL0006;Olkiluoto akkuenergiavarasto;;44X-00000000143Y;Active;;;;Metering Grid Area;Y
44Y-000000005418;44Y-000000005418;Läntisen tuulipuisto, Kalajoki;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-000000005426;44Y-000000005426;Kivenlahden lämpölaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000005434;44Y-000000005434;Vermon lämpölaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000005442;44Y-000000005442;Otaniemen lämpölaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000005450;44Y-000000005450;Voimajohto Oy Kalajoki;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000546Z;44Y-00000000546Z;Haapalamminkangas Wind Farm Oy;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000547X;44Y-00000000547X;Merkkikallion tuulipuisto;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000548V;44Y-00000000548V;Kraftnät Åland;;44X-00000000226U;Active;;;;Metering Grid Area;Y
44Y-00000000549T;44Y-00000000549T;Takanebacken;;44X-00000000227S;Active;;;;Metering Grid Area;Y
44Y-000000005507;44Y-000000005507;Torvenkylä;;44X-00000000228Q;Active;;;;Metering Grid Area;Y
44Y-000000005515;44Y-000000005515;Murtotuulen tuulipuisto ;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-000000005523;44Y-000000005523;Hautakankaan tuulipuisto;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-000000005531;44Y-000000005531;Hallakankaan tuulipuisto;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000555Y;44Y-00000000555Y;Puutikankangas Wind;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000556W;44Y-00000000556W;Rustarin tuulipuisto;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-00000000557U;44Y-00000000557U;TUPA01;;44X-00000000229O;Active;;;;Metering Grid Area;Y
44Y-00000000558S;44Y-00000000558S;Ali-Juhakkalan lämpöpumppuverkko;;44X-00000000074R;Active;;;;Metering Grid Area;Y
44Y-00000000559Q;44Y-00000000559Q;Keson tuulivoimapuisto;;44X-000000002051;Active;;;;Metering Grid Area;Y
44Y-000000005604;44Y-000000005604;Kaukasen tuulivoimapuisto;;44X-000000002051;Active;;;;Metering Grid Area;Y
44Y-000000005612;44Y-000000005612;Wpd Finland , Karhunnevankangas wind;;44X-000000002302;Active;;;;Metering Grid Area;Y
44Y-000000005620;44Y-000000005620;Wpd Finland , Nuolivaara wind;;44X-000000002302;Active;;;;Metering Grid Area;Y
44Y-00000000563Z;44Y-00000000563Z;Pahkakosken tuulipuisto;;44X-00000000208W;Active;;;;Metering Grid Area;Y
44Y-00000000564X;44Y-00000000564X;Jäkäläkankaan tuulipuisto;;44X-00000000208W;Active;;;;Metering Grid Area;Y
44Y-00000000565V;FI_RIUT02;Pohjantuulen Voima Oy, Riutunkarin tuulipuisto 2;;44X-000000000601;Active;;;;Metering Grid Area;Y
44Y-00000000566T;RUDA01;Ruda Solpark;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-00000000567R;KREC00;Kaipola Recycling Oy;;44X-00000000239L;Active;;;;Metering Grid Area;Y
44Y-00000000568P;HESS01;Equinix Sinimäki, HESS1;;44X-00000000128U;Active;;;;Metering Grid Area;Y
44Y-00000000569N;MURM01;Murtomäen tuulipuisto;;44X-00000000194H;Active;;;;Metering Grid Area;Y
44Y-000000005701;LOUH01;Louhukangas wind farm;;44X-00000000208W;Active;;;;Metering Grid Area;Y
44Y-000000005710;KSS001;Säkylän diesel-voimalat;;44X-000000000326;Active;;;;Metering Grid Area;Y
44Y-00000000572Y;JOR001;Joroisten aurinkopuisto;;44X-00000000208W;Active;;;;Metering Grid Area;Y
44Y-00000000573W;44Y-00000000573W;Blominmäen jätevedenpuhdistamo;;44X-00000000184K;Active;;;;Metering Grid Area;Y
44Y-00000000574U;44Y-00000000574U;Voikkaan kiinteistöverkko;;44X-00000000242W;Active;;;;Metering Grid Area;Y
