EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
10YDOM-1010A0124;CH-DE-AREA;Border area Germany-Switzerland;;;Active;70173;DE;;Border Area;Y
10YDOM-1010A0132;HU-RS-AREA;Border area Serbia Hungary;;;Active;;;;Border Area;Y
10YDOM-1010A0140;ES-MA-AREA;Border Area Spain Morocco;;;Active;;;;Border Area;Y
10YDOM-1010A016X;AT-DE-AREA;Border Area Austria–Germany;;;Active;;;;Border Area;Y
10YDOM-1010A018T;APG-TENNET-AREA;Border Area APG–TenneT (Germany);;;Active;;;;Border Area;Y
10YDOM-1010A019R;APG-DETNG-AREA;Border Area APG–DE-TransnetBW;;;Active;;;;Border Area;Y
10YDOM-1010A0205;APG-AMPRION-AREA;Border Area APG–Amprion;;;Active;;;;Border Area;Y
10YDOM-1010A0213;TTG-ENDK-AREA;Border area TenneT Gmbh – EnDK;;;Active;;;;Border Area;Y
10YDOM-1010A0221;50HZT-ENDK-AREA;Border area 50Hertz-EnDk;;;Active;;DE;;Border Area;Y
10YDOM-1010A024Y;NI-GB-AREA;Border area between Northern Ireland (NI) and Great Britain (GB);;;Active;;;;Border Area;Y
10YDOM-1010A025W;IE-GB-EWIC-AREA;Border area between Republic of Ireland (IE) and Great Britain (GB);;;Active;;;;Border Area;Y
10YDOM-1010A026U;HR-RS-AREA;Border area Croatia Serbia;;;Active;;;;Border Area;Y
10YDOM-1010A032Z;AL-RS-AREA;Border area Albania Serbia;;;Active;;;;Border Area;Y
10YDOM-AT-CZ---5;AT-CZ-AREA;Border Area Austria-Czech Republic;;;Active;;;;Border Area;Y
10YDOM-AT-HU---0;HU-AT;Border Area;;;Active;;;;Border Area;Y
10YDOM-AT-SI---V;AT-SI-AREA;Border Area Austria-Slovenia;;;Active;;;;Border Area;Y
10YDOM--BE-FR--O;BE-FR-AREA;Border area Belgium France;;;Active;;;;Border Area;Y
10YDOM--BE-NL--8;BE-NL-AREA;Border area Belgium Netherlands.;;;Active;;;;Border Area;Y
10YDOM--BG-TR--E;BG-TR-AREA;Border Area Bulgaria-Turkey;;;Active;;TR;;Border Area;Y
10YDOM--CH-FR--W;CH-FR-AREA;Border area Switzerland  France;;;Active;;;;Border Area;Y
10YDOM-CZ-D2---O;CZ-DETENNET-AREA;CZ-TenneTDE Domain;;;Active;;;;Border Area;Y
10YDOM-CZ-D8---V;CZ-D8-AREA;Border Area Czech Republic 50Hertz;;;Active;;;;Border Area;Y
10YDOM-CZ-DE-SKK;CZ-DE-SK-AREA;Border area Czech Repulbic Germany and Slovakia;;;Active;;;;Border Area;Y
10YDOM--CZ-PL--S;CZ-PL-AREA;Border area Czech Repulbic and Poland;;;Active;;;;Border Area;Y
10YDOM-D8-PL---R;D8-PL-AREA;Border Area 50Hertz Poland;;;Active;;;;Border Area;Y
10YDOM--DE-FR--8;DE-FR-AREA;Border area Germany France;;;Active;;;;Border Area;Y
10YDOM-EON-NL--2;DE-NL-AREA;Border area Germany (TSO: TenneT DE) Netherlands;;;Active;50259;DE;;Border Area;Y
10YDOM--ES-FR--D;ES-FR-AREA;Border area Spain France;;;Active;;;;Border Area;Y
10YDOM--ES-PT--T;ES-PT-AREA;Border Area Spain Portugal;;;Active;;;;Border Area;Y
10YDOM--FR-GB--Y;FR-GB-AREA;Border area between France and the United Kingdom;;;Active;;;;Border Area;Y
10YDOM--FR-IT--Q;FR-IT-AREA;Border area France Italy;;;Active;;;;Border Area;Y
10YDOM--GR-TR--8;GR-TR-AREA;Border Area Greece-Turkey;;;Active;;TR;;Border Area;Y
10YDOM--HR-HU--B;HR-HU-AREA;Border Area Croatia Hungary;;;Active;;;;Border Area;Y
10YDOM-PL-SE-LT2;LT-SE4-AREA;Polish optimization area PLA;;;Active;;;;Border Area;Y
10YDOM-PL-SK---O;PL-SK-AREA;Border Area Poland - Slovakia;;;Active;;;;Border Area;Y
10YDOM-REGION-1V;CWE-EU;CWE Region;;;Active;;;;Scheduling Area;Y
10YDOM-RWE-NL--W;AMPRION-NL-AREA;Border area Amprion TSO GmbH (DE) TenneT TSO BV (NL);;;Active;;;;Border Area;Y
10YES-REE------0;ES;Spain;;10XES-REE------E;Active;;;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YEU-CONT-SYNC0;EU-CONTINENT-SYN;Synchronous Zone of Continental Europe;;10XDE-RWENET---W;Active;50259;DE;;Synchronous Area;Y
10YFI-0--------3;FINORTH;FINorth;;;Active;;FI;;Scheduling Area;Y
10YFI-1C-------O;FI_CUT_P1;Finnish cut P1;;;Active;;FI;;Scheduling Area;Y
10YFI-1--------U;FI;Finland;;;Active;;FI;;Bidding Zone,Control Area,LFC Area,Member State,Scheduling Area;Y
10YFI-2--------K;FISOUTH;FISouth;;;Active;;FI;;Scheduling Area;Y
10YFI-3-------9R;FICENTRAL;FI Central;;;Active;;;;Scheduling Area;Y
10YFR-RTE------C;FR;France;;;Active;;;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area,Control Block;Y
10YGB----------A;GB;Great Britain;;;Active;;GB;;Bidding Zone,Control Area,LFC Area,LFC Block,Scheduling Area,Synchronous Area;Y
10YGR-HTSO-----Y;GR;Greece;;;Active;;GR;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YHR-HEP------M;HR;Croatia;;;Active;;HR;;Bidding Zone,Control Area,LFC Area,Member State,Scheduling Area;Y
10YHU-MAVIR----U;HU;Hungary;;;Active;;HU;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YIE-1001A00010;IE;Ireland;;;Active;;IE;;Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YIT-GRTN-----B;IT;Italy;;;Active;;;;Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YLT-1001A0008Q;LT;Lithuania;;;Active;;;;Bidding Zone,Control Area,LFC Area,Member State,Scheduling Area;Y
10YLU-CEGEDEL-NQ;LU;Luxembourg;;;Active;;;;Control Area,LFC Area,Member State,Scheduling Area,Market Balance Area;Y
10YLV-1001A00074;LV;Latvia;;;Active;;;;Bidding Zone,Control Area,LFC Area,Member State,Scheduling Area;Y
10YMA-ONE------O;MOROCCO;Morocco Market area;;;Active;;;;Scheduling Area;Y
10YMK-MEPSO----8;MK;FYROM;;;Active;;MK;;Bidding Zone,Control Area,LFC Area,Member State,Scheduling Area;Y
10YNL----------L;NL;Netherlands;;;Active;;;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YNO-0--------C;NO;Norway;;;Active;;;;Control Area,LFC Area,Member State,Scheduling Area;Y
10YNO-1--------2;NO1;Norwegian Area Elspot Area 1;;;Active;;;;Bidding Zone,Scheduling Area;Y
10YNO-2--------T;NO2;Norwegian Area Elspot Area 2;;;Active;;;;Bidding Zone,Scheduling Area;Y
10YNO-3--------J;NO3;Norwegian Area Elspot Area 3;;;Active;;;;Bidding Zone,Scheduling Area;Y
10YNO-4--------9;NO4;Norwegian Area Elspot Area 4;;;Active;;;;Bidding Zone,Scheduling Area;Y
10YPL-AREA-----S;PL;Poland;;;Active;05-520;PL;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YPT-REN------W;PT;Portugal;;10XPT-REN------9;Active;;;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YRO-TEL------P;RO;Romania;;;Active;;RO;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YSE-0--------U;SE_CUT_AREA_1;Swedish cut area 1;;;Active;;;;Scheduling Area;Y
10YSE-1-------AZ;OPT_AREA_SWEDEN;Optimization area Sweden;;;Active;;;;Scheduling Area;Y
10YSE-1C-------E;SE_CUT_1;Swedish cut 1;;;Active;;;;Scheduling Area;Y
10YSE-1--------K;SE;Sweden;;;Active;;;;Control Area,LFC Area,Member State,Scheduling Area,Market Balance Area;Y
10YSE-2--------A;SE_CUT_AREA_2;Swedish cut area 2;;;Active;;;;Scheduling Area;Y
10YSE-2C-------4;SE_CUT_2;Swedish cut 2;;;Active;;;;Scheduling Area;Y
10YSE-3--------0;SE_CUT_AREA_3;Swedish cut area 3;;;Active;;;;Scheduling Area;Y
10YSE-3C-------V;SE_CUT_3;Swedish cut 3;;;Active;;;;Scheduling Area;Y
10YSE-4C-------R;SE_CUT_4;Swedish cut 4;;;Active;;;;Market Balance Area;Y
10YSE-4--------R;SE_CUT_AREA_4;Swedish cut area 4;;;Active;;;;Scheduling Area;Y
10YSI-ELES-----O;SI;Slovenia;;;Active;;SI;;Bidding Zone,Control Area,LFC Area,Member State,Scheduling Area;Y
10YSK-SEPS-----K;SK;Slovak Republic;;;Active;;;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YTR-TEIAS----W;TEIAS_AREA;TEIAS Area;;;Active;06100;TR;;Bidding Zone,Control Area,LFC Area,LFC Block,Member State,Scheduling Area;Y
10YUA-WEPS-----0;UA-BEI;Ukrainian Area of Burshtyn island;;10X1001C--00001X;Active;;;;Bidding Zone,LFC Area,Scheduling Area;Y
11Y0-0000-0001-T;NP-ID-C;Nord Pool AS;;11XNPSPOT-ELBASW;Active;;;;Balance Group;Y
11Y0-0000-0149-L;NP-DA-C;Nord Pool DayAhead;;11XNPSPOT-ELBASW;Active;;;;Balance Group;Y
11Y0-0000-0202-G;EMCO_BG_RDIFF;EMCO BG Rounding Diff;;11XNPSPOT-ELBASW;Active;;;;Balance Group;Y
11Y0-0000-0265-K;GB1A-FR-AREA;UK optimization area GB1A;;11XNPSPOT-ELBASW;Active;;;;Border Area;Y
11Y0-0000-0392-C;FRQUZ-EAAS-EEG;Frequenz Energy-as-a-Service GmbH EEG;;11X0-0000-0544-U;Active;;;;Balance Group;Y
11Y0-0000-0393-9;FRQUZ-EAAS-TNNT;Frequenz Energy-as-a-Service GmbH Tennet;;11X0-0000-0544-U;Active;;;;Balance Group;Y
11Y0-0000-0394-6;FRQUZ-EAAS-PRL;Frequenz Energy-as-a-Service GmbH PRL;;11X0-0000-0544-U;Active;;;;Balance Group;Y
11Y0-0000-0576-Z;KEHAGPPA;KEHAGPPA;;11XKEHAGEH-----S;Active;;;;Balance Group;Y
11Y0-0000-0937-S;GDE_OHA_AMPRION;Gemeindewerke Oberhaching GmbH // Amprion;;11X0-0000-0280-4;Active;;;;Balance Group;Y
11Y0-0000-0938-P;GDE_OHA_TENNET;Gemeindewerke Oberhaching GmbH // TenneT;;11X0-0000-0280-4;Active;;;;Balance Group;Y
11Y0-0000-0939-M;GDE_OHA_TRANSNET;Gemeindewerke Oberhaching GmbH // TransnetBW;;11X0-0000-0280-4;Active;;;;Balance Group;Y
11Y0-0000-0940-8;GDE_OHA_50HERTZ;Gemeindewerke Oberhaching GmbH // 50hertz;;11X0-0000-0280-4;Active;;;;Balance Group;Y
11Y0-0000-1110-H;11XSTWB-RD-----1;StWB-Redispatch;;;Active;;;;Balance Group;Y
11Y0-0000-1148-I;Y-11Y-RDMVVNETZE;Redispatch 2.0 MVV Netze GmbH;;;Active;;;;Balance Group;Y
11Y0-0000-1157-H;Y-11Y-RD-ENO;EIC RD 2.0 ENO;;;Active;;;;Balance Group;Y
11Y0-0000-1169-7;11YRD-SWU-NETZEX;Redispatch Stadtwerke Ulm/Neu-Ulm Netze GmbH;;11XENERGIEPLUS-2;Active;;;;Balance Group;Y
11Y0-0000-1360-O;RD_BNNETZE;Redispatch_bnnetze_GmbH;;11XBN-NETZ-KWK-L;Active;;;;Balance Group;Y
11Y0-0000-1576-T;CURRDBK;Redispatch Bilanzkreis NetCur;;11XBAYER-BTSEMP4;Active;;;;Balance Group;Y
11Y0-0000-1626-7;11YRED-BK-SWM--R;Stadtwerke Mühlheim am Main GmbH - Redispatch 2.0;;11XSWMUEHLHEIM-G;Active;;;;Balance Group;Y
11Y0-0000-1779-A;BPGSK;BP Gelsenkirchen Refinery;;11XBPGAS-------E;Active;;;;Balance Group;Y
11Y0-0000-1866-I;ENAL-D-ID;EnAlpin-D-Intraday;;11XED-H-GENERA-3;Active;;;;Balance Group;Y
11Y0-0000-1871-T;KEHAG-PPA;PPA;;11X0-0000-0661-Q;Active;;;;Balance Group;Y
11Y0-0000-2280-F;TGPLOA;TotalEnergies Gas & Power Ltd OA  ;;11XTOTAL-------8;Active;;;;Balance Group;Y
11Y0-0000-2290-B;PPA_BEW;PPA BEW;;11XBEWVERTRIEB1E;Active;;;;Balance Group;Y
11Y0-0000-2291-8;BEW_VERTRIEB_PPA;Ausspeisung PPA und Spot;;11XBEWVERTRIEB1E;Active;;;;Balance Group;Y
11Y0-0000-2448-Y;SYN-PPA;Syneco_PPA-Anlagen;;11XSYNECO------U;Active;;;;Balance Group;Y
11Y0-0000-2451-E;BTB_DV_BIO_EEG;BTB_DV_BIO_EEG;;11XBTB-NETZ03019;Active;;;;Balance Group;Y
11Y0-0000-2500-W;11YENTELIOS----8;11YENTELIOS----8;;11XENTELIOS----7;Active;;;;Balance Group;Y
11Y0-0000-2610-N;TRAWA;trawa energy;;11X0-0000-0752-M;Active;;;;Balance Group;Y
11Y0-0000-2690-S;TRAWA_MP;trawa marktprämie;;11X0-0000-0752-M;Active;;;;Balance Group;Y
11Y0-0000-2692-M;QCELLS_HANDEL_LT;Handelsbilanzkreis QCells LongTerm;;11X0-0000-0545-R;Active;;;;Balance Group;Y
11YRBAHNSTROM--P;DBBAHNSTROMREGEL;DB Energie GmbH Regelzone 16,7 Hz Bahnstromnetz;;11XDBENERGIE-EDD;Active;;;;Scheduling Area;Y
12Y-0000000947-3;ATHINAENERGIE-BG;Athina Energie AG;;12X-0000001972-E;Active;;;;Balance Group;Y
12Y-0000000958-X;AXPO-RENEW---BG;Axpo Trading AG;;;Active;;;;Balance Group;Y
12Y-0000001043-H;ELGABO-HANDEL-BG;Elgabo BG zur Direktvermarktung von Windkraft;;12X-0000002040-Y;Active;;;;Balance Group;Y
12Y-000000104L-0;QUBEMASTER----BG;Qube Master Fund Ltd;;;Active;;;;Balance Group;Y
13Y-MG-T-MG-V--K;VG-WEST-AT;AGGM Austrian Gas Grid Management AG;;;Active;;;;Control Area;Y
14Y----0000041-W;AT-EXAAMC;Virtual Bidding Zone EXAA;;13X----EXAA----G;Active;;;;Bidding Zone,Market Area;Y
14YATAPG-00040-E;APG-BID;APG Market Area Intraday;;;Active;;;;Market Area;Y
14Y-AT-OEKO-MP-3;MPOEKO;OeMAG Abwicklungsstelle für Ökostrom AG;;;Active;;;;Balance Group;Y
14Y-BZN-AT-SI--F;BZNATSI;Austrian Power Grid AG;;;Active;;;;Border Area;Y
14YCCPADATENML2H;CCPACCP2;CCP Austria GmbH;;;Active;;;;Balance Group,Market Area;Y
14YCCPADATENMLDW;CCPACCP1;CCP Austria GmbH;;;Active;;;;Balance Group,Bidding Zone,Market Area;Y
14YEXAADATENML2F;EXAACCP2;EXAA Abwicklungsstelle für Energieprodukte AG;;;Active;;;;Balance Group,Market Area;Y
14YEXAADATENMLDU;EXAACCP;EXAA Abwicklungsstelle für Energieprodukte AG;;;Active;;;;Balance Group,Bidding Zone,Market Area;Y
14Y-GREEN-CCPA-8;CCPAGREEN;CCP Austria GmbH;;;Active;;;;Balance Group;Y
14Y-KEW--------C;KEWLF;KELAG Energie & Wärme GmbH;;;Active;;;;Balance Group;Y
14YVERBUND-VEB-K;VEBRL;VERBUND Energy4Business GmbH;;;Active;;;;Balance Group;Y
16YAODOURO-----I;ADOURO;Area de Oferta Douro;;;Active;;;;Border Area;Y
16YAODOUROSUP--T;DOUSUP;Area de Oferta Douro Superior;;;Active;;;;Balance Group;Y
16YAOGUADIANA--T;AGUADIA;Area de Oferta Guadiana;;;Active;;;;Balance Group;Y
16YAOLEZIRIA---F;ALEZI;Area de Oferta Douro Lezíria;;;Active;;;;Balance Group;Y
16YAOLIMA------3;ALIMA;Area de Oferta Lima;;;Active;;;;Balance Group;Y
16YAOMONDEGO---B;AMONDEG;Area de Oferta Mondego;;;Active;;;;Balance Group;Y
16YAOTAMEGA----0;AOTAMEGA;Area de Oferta Douro Tâmega;;;Active;;;;Balance Group;Y
16YAOTEJOZEZEREP;ATEJZEZ;Area de Oferta Tejo e Zêzere;;;Active;;;;Balance Group;Y
17Y000000475668R;FR_VATTENFALL_SA;VATTENFALL ENERGIES SA;;17X000000475689X;Active;;;;Market Area;Y
17Y000000930808E;FR_UK_IFA2000_1;vhub_UK_IFA2000_link1;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930809C;FR_FR_IFA2000_1;vhub_FR_IFA2000_link1;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930810R;FR_UK_IFA2000_2;vhub_UK_IFA2000_link2;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930811P;FR_FR_IFA2000_2;vhub_FR_IFA2000_link2;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930812N;FR_UK_ELECLINK;vhub_UK_Eleclink;;10XFR-RTE------Q;Active;;;;Scheduling Area;Y
17Y000000930813L;FR_FR_ELECLINK;vhub_FR_Eleclink;;10XFR-RTE------Q;Active;;;;Scheduling Area;Y
17Y000000930814J;FR_UK_IFA2;vhub_UK_IFA2;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930815H;FR_FR_IFA2;vhub_FR_IFA2;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930816F;FR_IT_SAV_PIE;vhub_IT_Savoie_Piemont;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y000000930817D;FR_FR_SAV_PIE;vhub_FR_Savoie_Piemont;;10XFR-RTE------Q;Active;;;;Bidding Zone;Y
17Y0000009369493;FR_UK_IFA2_V_BZN;IFA2_virtual_BZN;;10XFR-RTE------Q;Active;;;;Bidding Zone,Border Area;Y
20Y-LU001-ECCL-1;Y-ECCLUX;European Commodity Clearing Luxembourg Sàrl;;20X-LU003-ECC--S;Active;;;;Balance Group;Y
21Y000000000001U;PEGNORDB;Point Exchange Gas - NORD B;;21X-FR-A-A0A0A-S;Active;;;;Bidding Zone;Y
21Y000000000002S;PEGTEREGA;Point Exchange Gas - TIGF;;;Active;;;;Scheduling Area;Y
21Y000000000003Q;DENMARK-SWEDEN;Joint Balancing Zone;;10X1001A1001A248;Active;;;;Scheduling Area;Y
21Y000000000011R;VPPV;VPPV;;;Active;;;;Market Area;Y
21Y000000000012P;TTFB;TTFB;;;Active;;;;Market Area;Y
21Y000000000014L;BVP;Virtual area for balancing gas Shipper allocation;;;Active;;;;Market Area;Y
21Y000000000017F;NAP;Virtual area for balancing gas System Operator emergency gas;;;Active;;;;Market Area;Y
21Y000000000018D;NVP;Virtual area for balancing gas Shipper emergency gas;;;Active;;;;Market Area;Y
21Y000000000019B;NOMFLXQTR;Virtual area for quarterly flexable contract transfers;;;Active;;;;Market Area;Y
21Y000000000022M;NOMFLXYR;	Virtual area for yearly flexable contract transfer;;;Active;;;;Market Area;Y
21Y000000000023K;BLZONE;Belgian Balancing L Zone;;;Active;;;;Scheduling Area;Y
21Y000000000024I;BHZONE;Belgian Balancing H Zone;;;Active;;;;Scheduling Area;Y
21Y000000000025G;MG-OST-AT;Market Area East AT;;;Active;;;;Scheduling Area;Y
21Y000000000026E;NGTN-BG;Balancing zone BULGARIA;;21X-BG-A-A0A0A-C;Active;;;;Scheduling Area;Y
21Y000000000027C;GTNTT-BG;Gas transmission network for transit transmission (Bulgaria);;;Active;;;;Scheduling Area;Y
21Y000000000028A;AE-SI;Aggregated exit in Slovenia;;21X-SI-A-A0A0A-8;Active;;;;Market Area;Y
21Y0000000000298;PCTD_PCLD-ES;EXITS PCTD/PCLD ENAGAS Spain;;;Active;;;;Market Area;Y
21Y000000000030N;PRODUCTION-ES;PRODUCTION SITES  ENAGAS Spain;;;Active;;;;Market Area;Y
21Y000000000031L;AGGREX_NS_BG;Aggregated exits NGTN (BG);;;Active;;;;Market Area;Y
21Y000000000032J;AGGREX_TS_BG;Aggregated exits GTNTT (BG);;;Active;;;;Market Area;Y
21Y000000000033H;AGGR_PROD_ONTRAS;ONTRAS Aggregate National Production entries;;;Active;;;;Market Area;Y
21Y000000000034F;AGGR_IND_ONTRAS;ONTRAS Aggregate exits industrial consumers;;;Active;;;;Local Market Area;Y
21Y000000000035D;TG_AGGR_CUSTOM_L;Thyssengas Aggregated final customers L;;;Active;;;;Local Market Area;Y
21Y000000000036B;TG_AGGR_CUSTOM_H;Thyssengas aggregated final customers H;;;Active;;;;Local Market Area;Y
21Y0000000000379;TG_AGGR_PRODUC_L;Thyssengas Aggregated production L;;;Active;;;;Market Area;Y
21Y0000000000387;TG_AGGR_PRODUC_H;Thyssengas aggregated production H;;;Active;;;;Market Area;Y
21Y0000000000395;VPM01;VIP Romgaz UGS (RO);;;Active;;;;Market Area;Y
21Y000000000040K;AGGREN_PR_NS_BG;Aggregated entries NGTN (BG);;;Active;;;;Border Area;Y
21Y000000000041I;TRS;TRADING REGION SOUTH (GRTgaz - TEREGA) France;;;Active;;;;Border Area;Y
21Y000000000042G;VTP-CZ;CZ Virtual Trading Point;;;Active;;;;Market Area;Y
21Y000000000043E;FLXBELPP;Final consumers (BE) (Fluxys) Power Plants L-zone;;21X-BE-A-A0A0A-Y;Active;;;;Local Market Area;Y
21Y000000000044C;FLXBEHPP;Final consumers (BE) (Fluxys) Power Plants H-zone;;21X-BE-A-A0A0A-Y;Active;;;;Local Market Area;Y
21Y000000000045A;FLXBELINDUST;Final consumers (BE) (Fluxys) Industrial clients L-zone;;21X-BE-A-A0A0A-Y;Active;;;;Local Market Area;Y
21Y0000000000468;FLXBEHINDUST;Final consumers (BE) (Fluxys) Industrial clients H-zone;;21X-BE-A-A0A0A-Y;Active;;;;Local Market Area;Y
21Y0000000000476;FLXBELDISTRIB;Distribution (BE) L-zone;;21X-BE-A-A0A0A-Y;Active;;;;Local Market Area;Y
21Y0000000000484;FLXBEHDISTRIB;Distribution (BE) H-zone;;21X-BE-A-A0A0A-Y;Active;;;;Local Market Area;Y
21Y0000000000492;GREATERBELFAST;Greater Belfast Exit Point;;21X0000000013562;Active;;;;Distribution Network Area;Y
21Y000000000050H;AGGREE_PROD_HR;Aggregated production entrance (HR);;;Active;;;;Local Market Area;Y
21Y000000000051F;AGGREX_HR;Aggregated exits (HR);;;Active;;;;Local Market Area;Y
21Y000000000052D;TEREGA-PIC-FR;TEREGA Delivery Pool - Industrials (FR);;;Active;;;;Local Market Area;Y
21Y000000000053B;TEREGA-PITD-FR;TEREGA Delivery Pool - Distribution (FR);;;Active;;;;Distribution Network Area;Y
21Y0000000000549;THERMAL_PLANT_IT;Thermal Plants Italy;;;Active;;;;Local Market Area;Y
21Y0000000000557;DEL_OTHERNET_IT;DEL OTHERNET IT;;;Active;;;;Local Market Area;Y
21Y0000000000565;NAT_PROD_IT;National Production Italy;;;Active;;;;Local Market Area;Y
21Y0000000000573;IND_CONSUMERS_IT;Industrial customers Italy;;;Active;;;;Local Market Area;Y
21Y0000000000581;DISTR_NETWORK_IT;Distribution networks Italy;;;Active;;;;Local Market Area;Y
21Y000000000060E;VTP_PL_BAL_PLATF;Virtual Trading Point - balancing platform (PL);;;Active;;;;Scheduling Area;Y
21Y000000000061C;VTP_PL_POLPX;Virtual Trading Point - Gas Exchange (PL);;;Active;;;;Scheduling Area;Y
21Y000000000062A;VTP_PL_OTC;Virtual Trading Point - OTC (PL);;;Active;;;;Scheduling Area;Y
21Y0000000000638;DOM_GAS_FIELD_PL;PL - Domestic Gas Fields;;;Active;;;;Local Market Area;Y
21Y0000000000646;NITROG_REMOV_PL;Nitrogen Removal Plants (PL);;;Active;;;;Local Market Area;Y
21Y0000000000654;GAS_MIX_FAC_PL;Gas mixing facilities (PL);;;Active;;;;Local Market Area;Y
21Y0000000000662;END_USERS_PL;Final Consumers (PL);;;Active;;;;Local Market Area;Y
21Y0000000000670;AGG_DISTRIB_PL;Aggregated Distribution (PL);;;Active;;;;Local Market Area;Y
21Y000000000070B;POOL_S;Aggregated total exits South Zone;;21X-FR-A-A0A0A-S;Active;;;;Local Market Area;Y
21Y0000000000719;POOL_N;Aggregated total exits North Zone;;21X-FR-A-A0A0A-S;Active;;;;Local Market Area;Y
21Y0000000000727;INDUS_POOL_S;Aggregated industrial exits South Zone;;21X-FR-A-A0A0A-S;Active;;;;Local Market Area;Y
21Y0000000000735;INDUS_POOL_N;Aggregated industrial exits North Zone;;21X-FR-A-A0A0A-S;Active;;;;Local Market Area;Y
21Y0000000000743;DISTRIB_POOL_S;Aggregated distribution exits South Zone;;21X-FR-A-A0A0A-S;Active;;;;Local Market Area;Y
21Y0000000000751;DISTRIB_POOL_N;Aggregated distribution exits North Zone;;;Active;;;;Local Market Area;Y
21Y000000000077Y;AGGREX_BN;Aggregated endconsumers bayernets;;;Active;;;;Local Market Area;Y
21Y000000000078W;VTP-FI;Virtual Trading Point Finland;;21X000000001393X;Active;;;;Market Area;Y
21Y000000000079U;MBA-1;MBA group;;;Active;;;;Market Area;Y
21Y0000000000808;VTP_PL_BALP_L;Virtual Trading Point - balancing platform - L gas (PL);;;Active;;;;Scheduling Area;Y
21Y0000000000816;VTP_PL_OTC_L;Virtual Trading Point - OTC - L gas(PL);;;Active;;;;Scheduling Area;Y
21Y0000000000824;VTP_PL_BALP_SGT;Virtual Trading Point - balancing platform TGPS (PL);;;Active;;;;Scheduling Area;Y
21Y0000000000832;VTP_PL_POLPX_SGT;Virtual Trading Point - Gas Exchange TGPS (PL);;;Active;;;;Scheduling Area;Y
21Y0000000000840;VTP_PL_OTC_SGT;Virtual Trading Point - OTC - TGPS (PL);;;Active;;;;Scheduling Area;Y
21Y000000000085Z;PL_TGPS_BAL_AREA;PL - TGPS balancing area;;;Active;;;;Scheduling Area;Y
21Y000000000086X;PL_L_BAL_AREA;PL - L balancing area;;;Active;;;;Scheduling Area;Y
21Y000000000087V;PL_E_BAL_AREA;PL - E balancing area;;;Active;;;;Scheduling Area;Y
21Y000000000088T;VPP;Virtual Production Point;;;Active;;;;Balance Group;Y
21Y000000000089R;VTP;Virtual Technical Point;;;Active;;;;Balance Group;Y
21Y0000000000905;CREOSIND;Final Consumer Creos Industrial Clients;;;Active;;;;Market Area;Y
21Y0000000000913;CREOSDIST;Public Distribution Lux;;;Active;;;;Market Area;Y
21Y0000000000921;CREOSPOW;Final Consumers Creos Power Plant;;;Active;;;;Market Area;Y
21Y000000000094Y;CREOSINDPOW;Final Consumers Creos Industrial;;;Active;;;;Market Area;Y
21Y000000000095W;DOM_GAS_FLD_L_PL;PL - Domestic Gas Fields -  L-gas;;;Active;;;;Local Market Area;Y
21Y000000000096U;NITR_REMOV_L_PL;Nitrogen Removal Plants - L-gas (PL);;;Active;;;;Local Market Area;Y
21Y000000000097S;END_USERS_L_PL;Final Consumers - L-gas (PL);;;Active;;;;Local Market Area;Y
21Y000000000098Q;AGG_DISTRIB_L_PL;Aggregated Distribution - L-gas  (PL);;;Active;;;;Local Market Area;Y
21Y000000000099O;END_USERS_LV;Final consumers LV;;21X000000001379R;Active;;;;Local Market Area,Market Area,Member State;Y
21Y000000000100S;DISTRIBUTION_LV;Distribution LV;;21X0000000013724;Active;;;;Local Market Area,Market Area,Member State,Scheduling Area;Y
21Y000000000101Q;VTP_LV;Virtual Trading Point Latvia;;21X000000001379R;Active;;;;Local Market Area,Scheduling Area;Y
21Y000000000102O;DP-SK;Aggregated point to distribution systems and storage;;;Active;;;;Local Market Area;Y
21Y000000000103M;VTP-SK;Virtual Trading Point Eustream;;;Active;;;;Market Area;Y
